index,missing_info_en_adj_gscore,missing_info_en_adj_gmagnitude,improvements_en_adj_gscore,improvements_en_adj_gmagnitude
80,0.0,0.0,0.0,0.0
81,-0.30000001192092896,0.30000001192092896,0.0,0.0
89,0.5,0.5,0.5,0.5
88,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
86,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
85,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
82,-0.5,0.5,0.0,0.0
104,-0.800000011920929,0.800000011920929,-0.800000011920929,0.800000011920929
107,0.10000000149011612,0.10000000149011612,0.0,0.0
105,0.0,0.0,0.0,0.0
106,0.0,0.0,0.20000000298023224,0.20000000298023224
94,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0
110,0.5,0.5,-0.4000000059604645,0.4000000059604645
111,0.0,0.0,0.0,0.0
103,0.0,0.0,0.6000000238418579,0.6000000238418579
108,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
99,-0.800000011920929,0.800000011920929,0.0,0.0
98,0.0,0.0,0.0,0.0
97,0.6000000238418579,0.6000000238418579,0.0,0.0
96,0.0,0.0,-0.20000000298023224,0.20000000298023224
95,-0.20000000298023224,0.20000000298023224,-0.20000000298023224,0.20000000298023224
93,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
101,0.0,0.0,0.800000011920929,0.800000011920929
133,-0.20000000298023224,0.20000000298023224,0.0,0.0
129,0.0,0.0,-0.699999988079071,0.699999988079071
130,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0
132,0.30000001192092896,0.30000001192092896,0.0,0.0
134,0.0,0.0,-0.699999988079071,0.699999988079071
128,-0.699999988079071,0.699999988079071,0.0,0.0
136,-0.699999988079071,0.699999988079071,0.0,0.0
137,-0.699999988079071,0.699999988079071,0.0,0.0
135,0.0,0.0,0.0,0.0
127,-0.699999988079071,0.699999988079071,0.0,0.0
112,-0.800000011920929,0.800000011920929,0.20000000298023224,0.20000000298023224
125,-0.10000000149011612,0.10000000149011612,0.0,0.0
126,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
114,0.0,0.0,0.0,0.0
115,0.0,0.0,-0.4000000059604645,0.4000000059604645
116,0.6000000238418579,0.6000000238418579,0.0,0.0
117,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.699999988079071,0.699999988079071
124,0.0,0.0,0.0,0.0
119,0.30000001192092896,0.30000001192092896,0.0,0.0
161,0.0,0.0,0.0,0.0
160,0.30000001192092896,0.30000001192092896,-0.800000011920929,0.800000011920929
171,-0.800000011920929,0.800000011920929,0.6000000238418579,0.6000000238418579
167,0.0,0.0,0.10000000149011612,0.10000000149011612
165,-0.800000011920929,0.800000011920929,0.8999999761581421,0.8999999761581421
193,-0.5,0.5,0.0,0.0
194,0.0,0.0,-0.800000011920929,0.800000011920929
195,0.0,0.0,0.0,0.0
192,0.699999988079071,0.699999988079071,0.0,0.0
189,0.0,0.0,0.800000011920929,0.800000011920929
184,0.0,0.0,-0.800000011920929,0.800000011920929
244,0.0,0.0,-0.800000011920929,0.800000011920929
238,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0
221,0.0,0.0,-0.800000011920929,0.800000011920929
222,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0
270,0.0,0.0,0.30000001192092896,0.30000001192092896
280,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0
253,-0.6000000238418579,0.6000000238418579,0.0,0.0
304,0.0,0.0,0.0,0.0
301,0.20000000298023224,0.20000000298023224,0.800000011920929,0.800000011920929
284,0.0,0.0,0.8999999761581421,0.8999999761581421
299,0.0,0.0,-0.699999988079071,0.699999988079071
285,-0.30000001192092896,0.30000001192092896,0.4000000059604645,0.4000000059604645
292,0.0,0.0,0.0,0.0
295,0.4000000059604645,0.4000000059604645,0.0,0.0
332,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0
337,0.30000001192092896,0.30000001192092896,0.0,0.0
361,-0.4000000059604645,0.4000000059604645,0.0,0.0
364,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0
369,0.0,0.0,0.5,0.5
354,0.0,0.0,-0.800000011920929,0.800000011920929
353,0.0,0.0,0.800000011920929,0.800000011920929
347,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0
414,0.0,0.0,0.8999999761581421,0.8999999761581421
415,0.0,0.0,-0.699999988079071,0.699999988079071
420,0.4000000059604645,0.4000000059604645,-0.30000001192092896,0.30000001192092896
410,-0.6000000238418579,0.6000000238418579,0.0,0.0
396,0.30000001192092896,0.30000001192092896,0.0,0.0
405,0.0,0.0,0.8999999761581421,0.8999999761581421
446,0.5,0.5,0.800000011920929,0.800000011920929
448,0.0,0.0,0.8999999761581421,0.8999999761581421
461,0.0,0.0,-0.5,0.5
480,0.0,0.0,-0.800000011920929,0.800000011920929
488,0.0,0.0,0.30000001192092896,0.30000001192092896
487,0.0,0.0,0.699999988079071,0.699999988079071
508,0.0,0.0,0.5,0.5
509,0.0,0.0,0.8999999761581421,0.8999999761581421
510,0.0,0.0,0.0,0.0
511,0.0,0.0,0.6000000238418579,0.6000000238418579
512,0.0,0.0,0.0,0.0
513,0.800000011920929,0.800000011920929,-0.800000011920929,0.800000011920929
514,0.0,0.0,-0.800000011920929,0.800000011920929
516,0.0,0.0,0.0,0.0
517,0.10000000149011612,0.10000000149011612,0.30000001192092896,0.30000001192092896
518,0.0,0.0,-0.4000000059604645,0.4000000059604645
519,0.0,0.0,-0.10000000149011612,0.10000000149011612
507,0.0,0.0,0.0,0.0
515,0.10000000149011612,0.10000000149011612,0.0,0.0
506,0.30000001192092896,0.30000001192092896,0.0,0.0
505,-0.800000011920929,0.800000011920929,0.10000000149011612,0.10000000149011612
521,0.4000000059604645,0.4000000059604645,0.10000000149011612,0.10000000149011612
560,0.0,0.0,0.0,0.0
546,0.0,0.0,0.0,0.0
543,0.0,0.0,0.0,0.0
551,0.0,0.0,-0.699999988079071,0.699999988079071
592,-0.5,0.5,0.800000011920929,0.800000011920929
596,-0.6000000238418579,0.6000000238418579,0.0,0.0
595,-0.5,0.5,0.0,0.0
581,0.0,0.0,0.0,0.0
575,0.0,0.0,0.0,0.0
628,0.0,0.0,0.6000000238418579,0.6000000238418579
603,0.0,0.0,0.0,0.0
608,-0.699999988079071,0.699999988079071,0.0,0.0
629,0.20000000298023224,0.20000000298023224,0.4000000059604645,0.4000000059604645
672,0.0,0.0,0.800000011920929,0.800000011920929
673,0.0,0.0,0.800000011920929,0.800000011920929
674,0.0,0.0,0.800000011920929,0.800000011920929
676,0.4000000059604645,0.4000000059604645,0.0,0.0
658,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
682,0.0,0.0,0.0,0.0
688,0.8999999761581421,0.8999999761581421,0.0,0.0
694,-0.800000011920929,0.800000011920929,-0.10000000149011612,0.10000000149011612
693,-0.800000011920929,0.800000011920929,0.0,0.0
697,0.0,0.0,0.30000001192092896,0.30000001192092896
758,0.0,0.0,0.30000001192092896,0.30000001192092896
762,-0.800000011920929,0.800000011920929,0.0,0.0
730,0.0,0.0,-0.800000011920929,0.800000011920929
735,0.0,0.0,0.0,0.0
736,0.4000000059604645,0.4000000059604645,-0.800000011920929,0.800000011920929
740,0.0,0.0,0.0,0.0
744,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421
797,-0.800000011920929,0.800000011920929,-0.800000011920929,0.800000011920929
775,0.0,0.0,0.8999999761581421,0.8999999761581421
830,0.0,0.0,-0.10000000149011612,0.10000000149011612
833,0.0,0.0,0.30000001192092896,0.30000001192092896
806,0.20000000298023224,0.20000000298023224,0.800000011920929,0.800000011920929
811,0.8999999761581421,0.8999999761581421,0.0,0.0
865,0.0,0.0,0.0,0.0
866,0.0,0.0,0.0,0.0
875,0.0,0.0,0.0,0.0
874,-0.10000000149011612,0.10000000149011612,0.800000011920929,0.800000011920929
877,0.0,0.0,0.800000011920929,0.800000011920929
912,0.0,0.0,-0.800000011920929,0.800000011920929
914,0.0,0.0,0.0,0.0
956,0.0,0.0,-0.800000011920929,0.800000011920929
957,0.0,0.0,0.0,0.0
938,0.0,0.0,0.800000011920929,0.800000011920929
944,0.0,0.0,0.0,0.0
947,0.0,0.0,0.0,0.0
981,0.0,0.0,0.5,0.5
979,0.30000001192092896,0.30000001192092896,0.0,0.0
971,0.0,0.0,0.0,0.0
991,-0.6000000238418579,0.6000000238418579,0.0,0.0
983,-0.800000011920929,0.800000011920929,0.0,0.0
1043,0.0,0.0,0.0,0.0
1056,0.0,0.0,0.0,0.0
1054,0.0,0.0,0.0,0.0
1055,-0.800000011920929,0.800000011920929,0.0,0.0
1039,0.0,0.0,0.0,0.0
1027,-0.800000011920929,0.800000011920929,-0.800000011920929,0.800000011920929
1073,0.0,0.0,0.0,0.0
1096,0.0,0.0,-0.10000000149011612,0.10000000149011612
1095,0.0,0.0,-0.10000000149011612,0.10000000149011612
1093,0.0,0.0,-0.10000000149011612,0.10000000149011612
1094,0.0,0.0,-0.10000000149011612,0.10000000149011612
1092,0.0,0.0,-0.10000000149011612,0.10000000149011612
1128,0.10000000149011612,0.10000000149011612,0.0,0.0
1111,0.0,0.0,-0.800000011920929,0.800000011920929
1214,0.0,0.0,-0.4000000059604645,0.4000000059604645
1247,0.0,0.0,0.0,0.0
1238,0.5,0.5,0.0,0.0
1239,0.800000011920929,0.800000011920929,0.0,0.0
1240,0.20000000298023224,0.20000000298023224,0.0,0.0
1241,0.0,0.0,0.0,0.0
1244,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
1243,0.8999999761581421,0.8999999761581421,0.0,0.0
1245,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071
1246,0.0,0.0,0.0,0.0
1236,-0.699999988079071,0.699999988079071,0.0,0.0
1242,-0.6000000238418579,0.6000000238418579,0.0,0.0
1237,0.0,0.0,0.8999999761581421,0.8999999761581421
1261,0.0,0.0,0.4000000059604645,0.4000000059604645
1262,0.0,0.0,0.4000000059604645,0.4000000059604645
1263,0.0,0.0,0.4000000059604645,0.4000000059604645
1265,0.0,0.0,0.4000000059604645,0.4000000059604645
1260,0.10000000149011612,0.10000000149011612,0.0,0.0
1259,0.30000001192092896,0.30000001192092896,0.800000011920929,0.800000011920929
1264,0.0,0.0,0.4000000059604645,0.4000000059604645
1257,0.0,0.0,0.0,0.0
1248,0.0,0.0,0.30000001192092896,0.30000001192092896
1250,0.0,0.0,0.0,0.0
1251,0.0,0.0,0.0,0.0
1252,0.0,0.0,0.6000000238418579,0.6000000238418579
1249,-0.6000000238418579,0.6000000238418579,0.0,0.0
1254,0.30000001192092896,0.30000001192092896,-0.699999988079071,0.699999988079071
1255,0.0,0.0,0.0,0.0
1256,0.0,0.0,0.30000001192092896,0.30000001192092896
1253,0.0,0.0,0.0,0.0
1258,0.0,0.0,0.0,0.0
1411,0.0,0.0,0.30000001192092896,0.30000001192092896
1407,0.0,0.0,-0.800000011920929,0.800000011920929
1409,-0.699999988079071,0.699999988079071,0.0,0.0
1408,-0.800000011920929,0.800000011920929,-0.699999988079071,0.699999988079071
1405,-0.800000011920929,0.800000011920929,0.0,0.0
1410,0.0,0.0,0.30000001192092896,0.30000001192092896
1379,0.0,0.0,0.0,0.0
1382,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.10000000149011612,0.10000000149011612
1585,0.800000011920929,0.800000011920929,-0.699999988079071,0.699999988079071
1584,0.0,0.0,0.8999999761581421,0.8999999761581421
1583,0.0,0.0,-0.699999988079071,0.699999988079071
1582,0.0,0.0,-0.10000000149011612,0.10000000149011612
1581,0.0,0.0,0.10000000149011612,0.10000000149011612
1580,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.20000000298023224,0.20000000298023224
1578,0.0,0.0,0.699999988079071,0.699999988079071
1577,0.0,0.0,0.0,0.0
1576,0.800000011920929,0.800000011920929,0.30000001192092896,0.30000001192092896
1575,0.4000000059604645,0.4000000059604645,0.30000001192092896,0.30000001192092896
1574,0.0,0.0,-0.699999988079071,0.699999988079071
1573,-0.5,0.5,0.10000000149011612,0.10000000149011612
1586,0.20000000298023224,0.20000000298023224,0.0,0.0
1571,0.0,0.0,0.0,0.0
1579,-0.6000000238418579,0.6000000238418579,0.0,0.0
1569,0.0,0.0,-0.6000000238418579,0.6000000238418579
1570,0.0,0.0,0.0,0.0
1556,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
1557,0.0,0.0,0.20000000298023224,0.20000000298023224
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,-0.800000011920929,0.800000011920929
1561,0.0,0.0,0.800000011920929,0.800000011920929
1558,0.20000000298023224,0.20000000298023224,0.0,0.0
1563,0.20000000298023224,0.20000000298023224,-0.10000000149011612,0.10000000149011612
1564,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1565,-0.800000011920929,0.800000011920929,-0.30000001192092896,0.30000001192092896
1566,0.6000000238418579,0.6000000238418579,-0.800000011920929,0.800000011920929
1567,-0.6000000238418579,0.6000000238418579,-0.6000000238418579,0.6000000238418579
1568,0.10000000149011612,0.10000000149011612,0.20000000298023224,0.20000000298023224
1562,0.30000001192092896,0.30000001192092896,0.0,0.0
1613,0.0,0.0,0.10000000149011612,0.10000000149011612
1607,0.0,0.0,0.800000011920929,0.800000011920929
1608,-0.800000011920929,0.800000011920929,-0.800000011920929,0.800000011920929
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,0.5,0.5,0.0,0.0
1612,-0.6000000238418579,0.6000000238418579,0.0,0.0
1614,0.10000000149011612,0.10000000149011612,0.0,0.0
1621,0.0,0.0,0.0,0.0
1616,0.800000011920929,0.800000011920929,0.0,0.0
1617,0.0,0.0,0.0,0.0
1618,0.0,0.0,0.0,0.0
1619,-0.10000000149011612,0.10000000149011612,0.30000001192092896,0.30000001192092896
1620,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.4000000059604645,0.4000000059604645,0.0,0.0
1615,-0.800000011920929,0.800000011920929,0.0,0.0
1605,0.0,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0
1603,0.30000001192092896,0.30000001192092896,0.0,0.0
1587,0.10000000149011612,0.10000000149011612,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.30000001192092896,0.30000001192092896,0.6000000238418579,0.6000000238418579
1590,-0.699999988079071,0.699999988079071,0.6000000238418579,0.6000000238418579
1591,0.0,0.0,-0.699999988079071,0.699999988079071
1592,0.0,0.0,0.20000000298023224,0.20000000298023224
1593,0.0,0.0,0.8999999761581421,0.8999999761581421
1594,-0.10000000149011612,0.10000000149011612,0.0,0.0
1604,0.4000000059604645,0.4000000059604645,0.0,0.0
1596,0.30000001192092896,0.30000001192092896,0.0,0.0
1597,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1598,0.0,0.0,0.30000001192092896,0.30000001192092896
1599,0.0,0.0,0.0,0.0
1600,0.0,0.0,0.0,0.0
1601,0.0,0.0,0.0,0.0
1602,0.0,0.0,0.0,0.0
1595,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1644,0.0,0.0,0.0,0.0
1645,-0.800000011920929,0.800000011920929,0.10000000149011612,0.10000000149011612
1646,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1647,0.20000000298023224,0.20000000298023224,0.10000000149011612,0.10000000149011612
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.20000000298023224,0.20000000298023224
1651,0.4000000059604645,0.4000000059604645,0.800000011920929,0.800000011920929
1655,0.0,0.0,0.6000000238418579,0.6000000238418579
1653,0.0,0.0,0.0,0.0
1654,-0.800000011920929,0.800000011920929,0.30000001192092896,0.30000001192092896
1656,-0.6000000238418579,0.6000000238418579,0.10000000149011612,0.10000000149011612
1657,0.0,0.0,0.10000000149011612,0.10000000149011612
1658,0.0,0.0,-0.6000000238418579,0.6000000238418579
1659,0.0,0.0,0.30000001192092896,0.30000001192092896
1643,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.6000000238418579,0.6000000238418579
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,-0.10000000149011612,0.10000000149011612
1624,-0.20000000298023224,0.20000000298023224,0.800000011920929,0.800000011920929
1641,0.10000000149011612,0.10000000149011612,0.4000000059604645,0.4000000059604645
1626,0.10000000149011612,0.10000000149011612,0.6000000238418579,0.6000000238418579
1627,0.0,0.0,0.6000000238418579,0.6000000238418579
1628,0.800000011920929,0.800000011920929,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,-0.5,0.5,0.0,0.0
1631,0.20000000298023224,0.20000000298023224,0.0,0.0
1625,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.8999999761581421,0.8999999761581421
1635,0.10000000149011612,0.10000000149011612,0.0,0.0
1636,-0.699999988079071,0.699999988079071,-0.10000000149011612,0.10000000149011612
1637,0.0,0.0,0.800000011920929,0.800000011920929
1638,0.30000001192092896,0.30000001192092896,0.0,0.0
1632,0.0,0.0,0.0,0.0
1676,0.0,0.0,-0.5,0.5
1677,-0.800000011920929,0.800000011920929,-0.5,0.5
1678,0.0,0.0,0.0,0.0
1679,0.30000001192092896,0.30000001192092896,0.0,0.0
1680,0.0,0.0,0.30000001192092896,0.30000001192092896
1681,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1683,-0.699999988079071,0.699999988079071,0.8999999761581421,0.8999999761581421
1685,0.5,0.5,0.0,0.0
1687,0.0,0.0,0.8999999761581421,0.8999999761581421
1686,-0.4000000059604645,0.4000000059604645,0.800000011920929,0.800000011920929
1675,-0.800000011920929,0.800000011920929,0.0,0.0
1682,0.20000000298023224,0.20000000298023224,0.0,0.0
1674,0.20000000298023224,0.20000000298023224,0.800000011920929,0.800000011920929
1661,0.0,0.0,0.0,0.0
1672,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612
1673,0.0,0.0,0.10000000149011612,0.10000000149011612
1662,-0.6000000238418579,0.6000000238418579,0.0,0.0
1663,-0.30000001192092896,0.30000001192092896,0.10000000149011612,0.10000000149011612
1664,0.0,0.0,0.0,0.0
1665,0.4000000059604645,0.4000000059604645,0.0,0.0
1660,0.0,0.0,-0.800000011920929,0.800000011920929
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.10000000149011612,0.10000000149011612,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,-0.800000011920929,0.800000011920929,0.5,0.5
1666,0.0,0.0,0.0,0.0
1702,0.0,0.0,-0.4000000059604645,0.4000000059604645
1703,-0.800000011920929,0.800000011920929,0.699999988079071,0.699999988079071
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.30000001192092896,0.30000001192092896
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.8999999761581421,0.8999999761581421
1709,0.10000000149011612,0.10000000149011612,-0.800000011920929,0.800000011920929
1710,-0.30000001192092896,0.30000001192092896,0.20000000298023224,0.20000000298023224
1701,0.0,0.0,0.30000001192092896,0.30000001192092896
1706,0.0,0.0,0.10000000149011612,0.10000000149011612
1700,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1699,0.0,0.0,-0.20000000298023224,0.20000000298023224
1690,-0.4000000059604645,0.4000000059604645,-0.5,0.5
1691,0.0,0.0,0.30000001192092896,0.30000001192092896
1689,0.0,0.0,0.0,0.0
1693,0.0,0.0,-0.699999988079071,0.699999988079071
1694,0.0,0.0,0.0,0.0
1696,0.30000001192092896,0.30000001192092896,-0.699999988079071,0.699999988079071
1697,0.0,0.0,-0.4000000059604645,0.4000000059604645
1692,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.30000001192092896,0.30000001192092896
1723,0.0,0.0,0.30000001192092896,0.30000001192092896
1722,0.0,0.0,0.30000001192092896,0.30000001192092896
1721,0.0,0.0,0.30000001192092896,0.30000001192092896
1720,0.0,0.0,0.30000001192092896,0.30000001192092896
1718,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
1724,0.5,0.5,0.0,0.0
1716,0.0,0.0,0.0,0.0
1715,-0.10000000149011612,0.10000000149011612,-0.10000000149011612,0.10000000149011612
1714,-0.5,0.5,0.0,0.0
1713,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1711,-0.800000011920929,0.800000011920929,0.0,0.0
1717,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1727,-0.800000011920929,0.800000011920929,-0.20000000298023224,0.20000000298023224
1726,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.30000001192092896,0.30000001192092896
1738,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.6000000238418579,0.6000000238418579
1735,0.30000001192092896,0.30000001192092896,0.8999999761581421,0.8999999761581421
1734,0.0,0.0,0.800000011920929,0.800000011920929
1736,0.0,0.0,0.0,0.0
1732,-0.6000000238418579,0.6000000238418579,0.20000000298023224,0.20000000298023224
1731,0.0,0.0,0.0,0.0
1730,0.0,0.0,-0.800000011920929,0.800000011920929
1729,0.8999999761581421,0.8999999761581421,0.0,0.0
1728,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1733,-0.30000001192092896,0.30000001192092896,0.6000000238418579,0.6000000238418579
1760,0.0,0.0,-0.800000011920929,0.800000011920929
1756,0.0,0.0,-0.699999988079071,0.699999988079071
1757,0.0,0.0,0.5,0.5
1758,0.0,0.0,-0.20000000298023224,0.20000000298023224
1759,0.0,0.0,0.0,0.0
1761,0.0,0.0,-0.800000011920929,0.800000011920929
1767,0.4000000059604645,0.4000000059604645,-0.4000000059604645,0.4000000059604645
1763,0.10000000149011612,0.10000000149011612,0.20000000298023224,0.20000000298023224
1764,0.8999999761581421,0.8999999761581421,0.800000011920929,0.800000011920929
1765,0.0,0.0,0.699999988079071,0.699999988079071
1766,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1755,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.5,0.5
1754,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1752,0.10000000149011612,0.10000000149011612,0.20000000298023224,0.20000000298023224
1741,0.5,0.5,0.699999988079071,0.699999988079071
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,-0.6000000238418579,0.6000000238418579,0.0,0.0
1745,-0.30000001192092896,0.30000001192092896,0.0,0.0
1740,-0.800000011920929,0.800000011920929,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.4000000059604645,0.4000000059604645
1750,0.0,0.0,0.0,0.0
