index,missing_info_es_adj_gscore,missing_info_es_adj_gmagnitude,improvements_es_adj_gscore,improvements_es_adj_gmagnitude
487,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
508,0,0,0.400000005960465,0.400000005960465
509,0.300000011920929,0.300000011920929,0.800000011920929,0.800000011920929
510,0,0,0,0
511,0,0,0.300000011920929,0.300000011920929
512,0,0,0,0
513,0.899999976158142,0.899999976158142,-0.800000011920929,0.800000011920929
514,0,0,-0.400000005960465,0.400000005960465
516,0,0,0.200000002980232,0.200000002980232
517,-0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
518,0,0,-0.600000023841858,0.600000023841858
519,0,0,0,0
507,0,0,0,0
515,0,0,0,0
506,0.5,0.5,0,0
505,-0.300000011920929,0.300000011920929,0,0
521,0.5,0.5,-0.400000005960465,0.400000005960465
560,-0.100000001490116,0.100000001490116,0,0
546,0.200000002980232,0.200000002980232,0,0
543,0,0,-0.800000011920929,0.800000011920929
551,0,0,0.100000001490116,0.100000001490116
592,-0.300000011920929,0.300000011920929,0.600000023841858,0.600000023841858
596,-0.300000011920929,0.300000011920929,0,0
595,0.200000002980232,0.200000002980232,0,0
581,0,0,-0.400000005960465,0.400000005960465
575,0,0,0,0
628,0,0,0.200000002980232,0.200000002980232
603,-0.5,0.5,0,0
608,-0.5,0.5,0,0
629,0.200000002980232,0.200000002980232,0.899999976158142,0.899999976158142
672,0,0,0.800000011920929,0.800000011920929
673,0,0,0.800000011920929,0.800000011920929
674,0,0,0.800000011920929,0.800000011920929
676,0.300000011920929,0.300000011920929,0,0
658,0,0,0,0
682,0,0,-0.600000023841858,0.600000023841858
688,0.800000011920929,0.800000011920929,0.100000001490116,0.100000001490116
694,-0.699999988079071,0.699999988079071,0.600000023841858,0.600000023841858
693,0,0,0.200000002980232,0.200000002980232
697,0,0,0,0
758,0.100000001490116,0.100000001490116,0,0
762,-0.600000023841858,0.600000023841858,0.300000011920929,0.300000011920929
730,0.300000011920929,0.300000011920929,-0.699999988079071,0.699999988079071
735,0,0,0,0
736,-0.100000001490116,0.100000001490116,-0.800000011920929,0.800000011920929
740,0,0,0,0
744,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
797,0.100000001490116,0.100000001490116,-0.100000001490116,0.100000001490116
775,0,0,0.899999976158142,0.899999976158142
830,0,0,0,0
833,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
806,-0.5,0.5,0.600000023841858,0.600000023841858
811,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
865,0,0,0.400000005960465,0.400000005960465
866,0.300000011920929,0.300000011920929,0,0
875,0.300000011920929,0.300000011920929,0,0
874,0,0,-0.600000023841858,0.600000023841858
877,0,0,0.899999976158142,0.899999976158142
912,0,0,0.200000002980232,0.200000002980232
914,0,0,0,0
956,0,0,-0.699999988079071,0.699999988079071
957,0.300000011920929,0.300000011920929,0.600000023841858,0.600000023841858
938,0,0,0.899999976158142,0.899999976158142
944,0,0,0,0
947,0,0,0,0
981,0,0,0.300000011920929,0.300000011920929
979,0,0,0,0
971,0,0,0,0
991,0.400000005960465,0.400000005960465,0,0
983,-0.699999988079071,0.699999988079071,0,0
1043,0,0,0.800000011920929,0.800000011920929
1056,0,0,0,0
1054,0,0,0,0
1055,-0.600000023841858,0.600000023841858,0,0
1039,0,0,0,0
1027,-0.699999988079071,0.699999988079071,-0.699999988079071,0.699999988079071
1073,0,0,0.300000011920929,0.300000011920929
1096,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
1095,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
1093,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
1094,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
1092,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
1128,0.300000011920929,0.300000011920929,0,0
1111,0,0,-0.5,0.5
1214,0,0,0.400000005960465,0.400000005960465
1247,0,0,0,0
1238,0.699999988079071,0.699999988079071,0,0
1239,0.800000011920929,0.800000011920929,0.300000011920929,0.300000011920929
1240,-0.600000023841858,0.600000023841858,0,0
1241,0.300000011920929,0.300000011920929,0.600000023841858,0.600000023841858
1244,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
1243,0.800000011920929,0.800000011920929,0,0
1245,0.899999976158142,0.899999976158142,0.800000011920929,0.800000011920929
1246,0,0,0,0
1236,-0.699999988079071,0.699999988079071,0,0
1242,-0.5,0.5,0.100000001490116,0.100000001490116
1237,0,0,0.899999976158142,0.899999976158142
1261,0,0,0.200000002980232,0.200000002980232
1262,0,0,0.200000002980232,0.200000002980232
1263,0,0,0.5,0.5
1265,0,0,0.5,0.5
1260,0.400000005960465,0.400000005960465,0,0
1259,0.200000002980232,0.200000002980232,0.800000011920929,0.800000011920929
1264,0,0,0.5,0.5
1257,0,0,0,0
1248,0.300000011920929,0.300000011920929,0,0
1250,-0.200000002980232,0.200000002980232,0,0
1251,0,0,0,0
1252,0,0,0.5,0.5
1249,0,0,0.400000005960465,0.400000005960465
1254,0.300000011920929,0.300000011920929,-0.5,0.5
1255,0.200000002980232,0.200000002980232,0,0
1256,0,0,0.300000011920929,0.300000011920929
1253,0,0,0,0
1258,0,0,0,0
1411,0.200000002980232,0.200000002980232,0,0
1407,0,0,0.899999976158142,0.899999976158142
1409,-0.400000005960465,0.400000005960465,0,0
1408,0.5,0.5,-0.5,0.5
1405,-0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
1410,0.200000002980232,0.200000002980232,0,0
1379,0,0,0,0
1382,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1554,0,0,0,0
1555,0,0,0,0
1553,0.800000011920929,0.800000011920929,0,0
1552,0,0,0,0
1585,0.200000002980232,0.200000002980232,-0.600000023841858,0.600000023841858
1584,0,0,0,0
1583,0,0,-0.699999988079071,0.699999988079071
1582,0,0,0,0
1581,0,0,0.200000002980232,0.200000002980232
1580,0.100000001490116,0.100000001490116,0,0
1572,0.100000001490116,0.100000001490116,0,0
1578,0,0,0.699999988079071,0.699999988079071
1577,0,0,0,0
1576,0.300000011920929,0.300000011920929,0,0
1575,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1574,0,0,-0.5,0.5
1573,0.200000002980232,0.200000002980232,0,0
1586,0.300000011920929,0.300000011920929,0,0
1571,0,0,0,0
1579,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
1569,0,0,-0.100000001490116,0.100000001490116
1570,0,0,0,0
1556,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1557,0,0,0.400000005960465,0.400000005960465
1559,0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
1560,0,0,0.100000001490116,0.100000001490116
1561,0,0,0.800000011920929,0.800000011920929
1558,0.200000002980232,0.200000002980232,0,0
1563,0.400000005960465,0.400000005960465,0,0
1564,0.400000005960465,0.400000005960465,0,0
1565,0.300000011920929,0.300000011920929,-0.699999988079071,0.699999988079071
1566,0.200000002980232,0.200000002980232,-0.600000023841858,0.600000023841858
1567,-0.400000005960465,0.400000005960465,-0.400000005960465,0.400000005960465
1568,0,0,0,0
1562,0.800000011920929,0.800000011920929,0.300000011920929,0.300000011920929
1613,-0.300000011920929,0.300000011920929,0,0
1607,0,0,0.400000005960465,0.400000005960465
1608,-0.800000011920929,0.800000011920929,-0.100000001490116,0.100000001490116
1609,0.300000011920929,0.300000011920929,0,0
1610,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1611,0.400000005960465,0.400000005960465,0,0
1612,-0.300000011920929,0.300000011920929,0,0
1614,0.600000023841858,0.600000023841858,0.5,0.5
1621,0.300000011920929,0.300000011920929,0,0
1616,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
1617,0.100000001490116,0.100000001490116,-0.100000001490116,0.100000001490116
1618,0,0,0,0
1619,-0.800000011920929,0.800000011920929,0,0
1620,0,0,0,0
1622,0,0,0,0
1623,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1615,-0.100000001490116,0.100000001490116,0,0
1605,0,0,0.100000001490116,0.100000001490116
1606,0.400000005960465,0.400000005960465,0,0
1603,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
1587,0,0,0,0
1588,0,0,0,0
1589,0.699999988079071,0.699999988079071,0,0
1590,-0.699999988079071,0.699999988079071,0.100000001490116,0.100000001490116
1591,0,0,-0.699999988079071,0.699999988079071
1592,0,0,0.300000011920929,0.300000011920929
1593,0.300000011920929,0.300000011920929,0.899999976158142,0.899999976158142
1594,0.300000011920929,0.300000011920929,0,0
1604,0.600000023841858,0.600000023841858,0,0
1596,0.300000011920929,0.300000011920929,0,0
1597,0.300000011920929,0.300000011920929,0.899999976158142,0.899999976158142
1598,0,0,0,0
1599,0,0,0,0
1600,0,0,0,0
1601,0.100000001490116,0.100000001490116,0,0
1602,0,0,0,0
1595,0.300000011920929,0.300000011920929,0.899999976158142,0.899999976158142
1644,0,0,0,0
1645,-0.800000011920929,0.800000011920929,0,0
1646,0.300000011920929,0.300000011920929,0.699999988079071,0.699999988079071
1647,0.400000005960465,0.400000005960465,0.300000011920929,0.300000011920929
1648,0.100000001490116,0.100000001490116,0,0
1649,0.100000001490116,0.100000001490116,0,0
1650,0,0,0,0
1651,0.200000002980232,0.200000002980232,0.699999988079071,0.699999988079071
1655,0,0,0.899999976158142,0.899999976158142
1653,0.400000005960465,0.400000005960465,0,0
1654,-0.5,0.5,0.300000011920929,0.300000011920929
1656,0.100000001490116,0.100000001490116,0.899999976158142,0.899999976158142
1657,0,0,-0.100000001490116,0.100000001490116
1658,0,0,0,0
1659,0.300000011920929,0.300000011920929,0,0
1643,0,0,0,0
1652,0,0,0.300000011920929,0.300000011920929
1642,0,0,0.100000001490116,0.100000001490116
1639,-0.600000023841858,0.600000023841858,-0.600000023841858,0.600000023841858
1640,0,0,0,0
1624,-0.400000005960465,0.400000005960465,0.899999976158142,0.899999976158142
1641,0,0,0.300000011920929,0.300000011920929
1626,0.400000005960465,0.400000005960465,0.300000011920929,0.300000011920929
1627,0,0,0.600000023841858,0.600000023841858
1628,0.600000023841858,0.600000023841858,0,0
1629,0,0,0.200000002980232,0.200000002980232
1630,0,0,0,0
1631,0.600000023841858,0.600000023841858,0,0
1625,-0.600000023841858,0.600000023841858,0,0
1633,0,0,0,0
1634,0,0,0.5,0.5
1635,0,0,0,0
1636,0.200000002980232,0.200000002980232,0,0
1637,0,0,0,0
1638,0,0,0,0
1632,0.100000001490116,0.100000001490116,0,0
1676,0,0,0.400000005960465,0.400000005960465
1677,-0.600000023841858,0.600000023841858,0,0
1678,0,0,0,0
1679,-0.400000005960465,0.400000005960465,0.800000011920929,0.800000011920929
1680,0,0,0,0
1681,0,0,0,0
1684,0,0,0,0
1683,-0.100000001490116,0.100000001490116,0,0
1685,0.899999976158142,0.899999976158142,0.300000011920929,0.300000011920929
1687,0,0,0,0
1686,-0.600000023841858,0.600000023841858,0.899999976158142,0.899999976158142
1675,0,0,0,0
1682,0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
1674,0,0,0.899999976158142,0.899999976158142
1661,0,0,0,0
1672,0.200000002980232,0.200000002980232,0,0
1673,0,0,0.200000002980232,0.200000002980232
1662,0,0,0,0
1663,-0.400000005960465,0.400000005960465,0.100000001490116,0.100000001490116
1664,0,0,0,0
1665,0.600000023841858,0.600000023841858,0.800000011920929,0.800000011920929
1660,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
1667,0.400000005960465,0.400000005960465,0,0
1668,0.400000005960465,0.400000005960465,0,0
1669,0,0,0.300000011920929,0.300000011920929
1670,0,0,0.200000002980232,0.200000002980232
1671,0.300000011920929,0.300000011920929,0.800000011920929,0.800000011920929
1666,0.400000005960465,0.400000005960465,0,0
1702,0,0,0,0
1703,-0.200000002980232,0.200000002980232,0.899999976158142,0.899999976158142
1704,0,0,0.300000011920929,0.300000011920929
1705,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
1707,0,0,0,0
1708,0,0,0.100000001490116,0.100000001490116
1709,0,0,0,0
1710,0.300000011920929,0.300000011920929,0.600000023841858,0.600000023841858
1701,0.300000011920929,0.300000011920929,0,0
1706,0,0,0.100000001490116,0.100000001490116
1700,0,0,0,0
1695,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1698,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1688,0,0,0,0
1699,0,0,-0.400000005960465,0.400000005960465
1690,-0.200000002980232,0.200000002980232,-0.300000011920929,0.300000011920929
1691,0,0,0,0
1689,0.300000011920929,0.300000011920929,0,0
1693,0,0,0,0
1694,0.100000001490116,0.100000001490116,0,0
1696,0,0,-0.600000023841858,0.600000023841858
1697,-0.200000002980232,0.200000002980232,-0.300000011920929,0.300000011920929
1692,0,0,0,0
1719,0,0,0.5,0.5
1723,0,0,0.5,0.5
1722,0,0,0.5,0.5
1721,0,0,0.5,0.5
1720,0,0,0.5,0.5
1718,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
1724,0,0,0,0
1716,0,0,0,0
1715,-0.300000011920929,0.300000011920929,-0.300000011920929,0.300000011920929
1714,0.400000005960465,0.400000005960465,0,0
1713,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1712,0,0,0,0
1711,-0.600000023841858,0.600000023841858,0.300000011920929,0.300000011920929
1717,0,0,0,0
1725,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
1727,-0.400000005960465,0.400000005960465,-0.699999988079071,0.699999988079071
1726,0,0,0.100000001490116,0.100000001490116
1739,0,0,0.400000005960465,0.400000005960465
1738,0,0,0,0
1737,0.600000023841858,0.600000023841858,0.300000011920929,0.300000011920929
1735,0.300000011920929,0.300000011920929,0.899999976158142,0.899999976158142
1734,0,0,0.800000011920929,0.800000011920929
1736,0.100000001490116,0.100000001490116,0,0
1732,-0.5,0.5,0.400000005960465,0.400000005960465
1731,0,0,0,0
1730,0,0,0.300000011920929,0.300000011920929
1729,0.899999976158142,0.899999976158142,0,0
1728,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1733,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
1760,0,0,-0.5,0.5
1756,0,0,0,0
1757,0,0,0.699999988079071,0.699999988079071
1758,0,0,0,0
1759,0,0,0,0
1761,0,0,-0.100000001490116,0.100000001490116
1767,0.300000011920929,0.300000011920929,0,0
1763,0.5,0.5,0.200000002980232,0.200000002980232
1764,0.800000011920929,0.800000011920929,0.400000005960465,0.400000005960465
1765,0,0,0.300000011920929,0.300000011920929
1766,-0.800000011920929,0.800000011920929,0.300000011920929,0.300000011920929
1755,0,0,0,0
1762,0,0,0,0
1754,-0.600000023841858,0.600000023841858,0,0
1753,0,0,0.800000011920929,0.800000011920929
1752,0,0,0.5,0.5
1741,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
1742,0.300000011920929,0.300000011920929,0,0
1743,0.300000011920929,0.300000011920929,0,0
1744,0,0,0,0
1745,0,0,0,0
1740,0.899999976158142,0.899999976158142,0,0
1747,0,0,0,0
1748,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
1749,0,0,0.300000011920929,0.300000011920929
1750,0.200000002980232,0.200000002980232,0,0
1751,0,0,0,0
1746,0,0,0,0
1782,-0.800000011920929,0.800000011920929,0,0
1783,0,0,0,0
1784,0,0,-0.699999988079071,0.699999988079071
1785,0,0,0,0
1786,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1789,0,0,0.400000005960465,0.400000005960465
1788,0,0,0.400000005960465,0.400000005960465
1790,0.400000005960465,0.400000005960465,0,0
1791,-0.200000002980232,0.200000002980232,0,0
1781,0,0,0,0
1787,0,0,0,0
1780,0,0,0,0
1777,0,0,-0.800000011920929,0.800000011920929
1778,0,0,0,0
1768,-0.5,0.5,0,0
1769,-0.699999988079071,0.699999988079071,0,0
1771,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
1772,0,0,0.400000005960465,0.400000005960465
1770,-0.699999988079071,0.699999988079071,0,0
1774,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1775,0.899999976158142,0.899999976158142,0,0
1776,0,0,0.300000011920929,0.300000011920929
1779,0,0,-0.300000011920929,0.300000011920929
1773,0,0,0,0
1813,0.600000023841858,0.600000023841858,0,0
1809,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1810,0,0,0.600000023841858,0.600000023841858
1811,0.400000005960465,0.400000005960465,0,0
1812,0.300000011920929,0.300000011920929,-0.300000011920929,0.300000011920929
1814,0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
1819,0.5,0.5,0.699999988079071,0.699999988079071
1816,0,0,0,0
1817,0,0,0.899999976158142,0.899999976158142
1818,0,0,0,0
1808,-0.5,0.5,-0.800000011920929,0.800000011920929
1820,0.600000023841858,0.600000023841858,0,0
1821,0.800000011920929,0.800000011920929,0,0
1815,0,0,-0.300000011920929,0.300000011920929
1807,0,0,0,0
1804,0.800000011920929,0.800000011920929,-0.699999988079071,0.699999988079071
1805,0,0,0.699999988079071,0.699999988079071
1792,0,0,0.5,0.5
1793,0,0,0.800000011920929,0.800000011920929
1806,0,0,-0.800000011920929,0.800000011920929
1795,0.300000011920929,0.300000011920929,-0.100000001490116,0.100000001490116
1796,0.300000011920929,0.300000011920929,-0.300000011920929,0.300000011920929
1797,0,0,0.600000023841858,0.600000023841858
1794,0,0,0.5,0.5
1799,0.400000005960465,0.400000005960465,0.800000011920929,0.800000011920929
1800,0,0,0,0
1801,0,0,0.300000011920929,0.300000011920929
1802,0.699999988079071,0.699999988079071,0,0
1803,0,0,0.400000005960465,0.400000005960465
1798,0.400000005960465,0.400000005960465,-0.200000002980232,0.200000002980232
1831,-0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
1837,0,0,0.300000011920929,0.300000011920929
1836,-0.300000011920929,0.300000011920929,0,0
1835,0.300000011920929,0.300000011920929,0,0
1834,0.699999988079071,0.699999988079071,0.400000005960465,0.400000005960465
1833,0.200000002980232,0.200000002980232,0,0
1830,0.300000011920929,0.300000011920929,0,0
1832,-0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
1828,0,0,0,0
1827,0,0,0,0
1829,0,0,0.300000011920929,0.300000011920929
1826,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1825,0.300000011920929,0.300000011920929,0,0
1824,0,0,0,0
1823,-0.200000002980232,0.200000002980232,0,0
1822,-0.600000023841858,0.600000023841858,0.300000011920929,0.300000011920929
1846,0,0,0,0
1845,0,0,0.600000023841858,0.600000023841858
1844,0.5,0.5,0,0
1842,0,0,0.800000011920929,0.800000011920929
1843,0.300000011920929,0.300000011920929,0,0
1840,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1839,0.300000011920929,0.300000011920929,0,0
1838,0,0,0.5,0.5
1841,0,0,0,0
1847,0,0,0,0
1848,0.300000011920929,0.300000011920929,0,0
1849,0,0,0,0
1858,-0.300000011920929,0.300000011920929,0,0
1863,0,0,0.300000011920929,0.300000011920929
1862,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
1861,-0.600000023841858,0.600000023841858,0.899999976158142,0.899999976158142
1860,0,0,0,0
1859,0.100000001490116,0.100000001490116,0,0
1857,0,0,0.5,0.5
1851,0,0,0,0
1855,0,0,0.400000005960465,0.400000005960465
1854,0,0,0,0
1853,0,0,0,0
1852,0,0,0,0
1850,0.200000002980232,0.200000002980232,0.800000011920929,0.800000011920929
1856,0.300000011920929,0.300000011920929,0,0
