index,missing_info_es_noun_adj_gscore,missing_info_es_noun_adj_gmagnitude,improvements_es_noun_adj_gscore,improvements_es_noun_adj_gmagnitude
592,0,0,-0.699999988079071,0.699999988079071
596,-0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
595,-0.300000011920929,0.300000011920929,0,0
581,0,0,0,0
575,-0.300000011920929,0.300000011920929,0,0
628,0,0,0.400000005960465,0.400000005960465
603,0,0,0.899999976158142,0.899999976158142
608,-0.699999988079071,0.699999988079071,0.400000005960465,0.400000005960465
629,0,0,0.300000011920929,0.300000011920929
672,0.200000002980232,0.200000002980232,0.800000011920929,0.800000011920929
673,0.200000002980232,0.200000002980232,0.800000011920929,0.800000011920929
674,0.200000002980232,0.200000002980232,0.800000011920929,0.800000011920929
676,0.400000005960465,0.400000005960465,0,0
658,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
682,0,0,0.400000005960465,0.400000005960465
688,0.100000001490116,0.100000001490116,0.400000005960465,0.400000005960465
694,-0.400000005960465,0.400000005960465,0.5,0.5
693,-0.100000001490116,0.100000001490116,0.400000005960465,0.400000005960465
697,0,0,0.300000011920929,0.300000011920929
758,0.400000005960465,0.400000005960465,0.300000011920929,0.300000011920929
762,-0.600000023841858,0.600000023841858,0,0
730,0.699999988079071,0.699999988079071,-0.600000023841858,0.600000023841858
735,0,0,0,0
736,0,0,-0.600000023841858,0.600000023841858
740,0.300000011920929,0.300000011920929,0.800000011920929,0.800000011920929
744,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929
797,-0.400000005960465,0.400000005960465,-0.400000005960465,0.400000005960465
775,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
830,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
833,0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
806,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
811,0.200000002980232,0.200000002980232,0.100000001490116,0.100000001490116
865,0,0,0.400000005960465,0.400000005960465
866,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
875,0,0,0,0
874,0,0,0,0
877,0,0,0.699999988079071,0.699999988079071
912,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
914,0,0,0.300000011920929,0.300000011920929
956,0.200000002980232,0.200000002980232,-0.300000011920929,0.300000011920929
957,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
938,0.300000011920929,0.300000011920929,0.800000011920929,0.800000011920929
944,0.200000002980232,0.200000002980232,0,0
947,0,0,0,0
981,0.100000001490116,0.100000001490116,-0.400000005960465,0.400000005960465
979,0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
971,0.699999988079071,0.699999988079071,0,0
991,0.300000011920929,0.300000011920929,0,0
983,-0.300000011920929,0.300000011920929,0,0
1043,0,0,0.800000011920929,0.800000011920929
1056,0,0,0,0
1054,0,0,0,0
1055,-0.5,0.5,0,0
1039,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1027,-0.699999988079071,0.699999988079071,-0.699999988079071,0.699999988079071
1073,0.300000011920929,0.300000011920929,0,0
1096,0.300000011920929,0.300000011920929,0,0
1095,0.300000011920929,0.300000011920929,0,0
1093,0.300000011920929,0.300000011920929,0,0
1094,0.300000011920929,0.300000011920929,0,0
1092,0.300000011920929,0.300000011920929,0,0
1128,0.200000002980232,0.200000002980232,0,0
1111,0,0,-0.300000011920929,0.300000011920929
1214,0,0,0.200000002980232,0.200000002980232
1247,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
1238,0,0,0,0
1239,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
1240,-0.300000011920929,0.300000011920929,0,0
1241,0.300000011920929,0.300000011920929,0.600000023841858,0.600000023841858
1244,0,0,0,0
1243,0.400000005960465,0.400000005960465,0,0
1245,0.899999976158142,0.899999976158142,0.800000011920929,0.800000011920929
1246,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1236,-0.300000011920929,0.300000011920929,0,0
1242,-0.699999988079071,0.699999988079071,0.100000001490116,0.100000001490116
1237,0,0,0.899999976158142,0.899999976158142
1261,0,0,0.400000005960465,0.400000005960465
1262,0,0,0.400000005960465,0.400000005960465
1263,0,0,0.800000011920929,0.800000011920929
1265,0,0,0.800000011920929,0.800000011920929
1260,0.5,0.5,0,0
1259,0.100000001490116,0.100000001490116,0.699999988079071,0.699999988079071
1264,0,0,0.800000011920929,0.800000011920929
1257,0.100000001490116,0.100000001490116,0.5,0.5
1248,0,0,-0.200000002980232,0.200000002980232
1250,0,0,0,0
1251,0,0,0.200000002980232,0.200000002980232
1252,0.400000005960465,0.400000005960465,0.100000001490116,0.100000001490116
1249,-0.300000011920929,0.300000011920929,0.899999976158142,0.899999976158142
1254,0.100000001490116,0.100000001490116,-0.200000002980232,0.200000002980232
1255,0.100000001490116,0.100000001490116,0,0
1256,0,0,-0.5,0.5
1253,0.100000001490116,0.100000001490116,0,0
1258,0,0,0.200000002980232,0.200000002980232
1411,0.5,0.5,0.200000002980232,0.200000002980232
1407,0,0,0.400000005960465,0.400000005960465
1409,-0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
1408,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
1405,-0.400000005960465,0.400000005960465,0,0
1410,0.5,0.5,0.200000002980232,0.200000002980232
1379,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
1382,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1554,0.100000001490116,0.100000001490116,0,0
1555,0.5,0.5,0,0
1553,0.400000005960465,0.400000005960465,0.300000011920929,0.300000011920929
1552,0,0,0.300000011920929,0.300000011920929
1585,0.300000011920929,0.300000011920929,-0.100000001490116,0.100000001490116
1584,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
1583,0.400000005960465,0.400000005960465,0.699999988079071,0.699999988079071
1582,0,0,0.100000001490116,0.100000001490116
1581,0,0,0,0
1580,0,0,0,0
1572,0.300000011920929,0.300000011920929,0.5,0.5
1578,0.400000005960465,0.400000005960465,0.600000023841858,0.600000023841858
1577,0.100000001490116,0.100000001490116,0,0
1576,0.300000011920929,0.300000011920929,0,0
1575,0.600000023841858,0.600000023841858,0.400000005960465,0.400000005960465
1574,0.300000011920929,0.300000011920929,0,0
1573,0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
1586,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
1571,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
1579,0.200000002980232,0.200000002980232,-0.200000002980232,0.200000002980232
1569,0,0,-0.100000001490116,0.100000001490116
1570,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
1556,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1557,0.600000023841858,0.600000023841858,0.300000011920929,0.300000011920929
1559,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
1560,0,0,-0.100000001490116,0.100000001490116
1561,0,0,0.300000011920929,0.300000011920929
1558,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1563,0.300000011920929,0.300000011920929,0.400000005960465,0.400000005960465
1564,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1565,0,0,-0.699999988079071,0.699999988079071
1566,0.100000001490116,0.100000001490116,-0.699999988079071,0.699999988079071
1567,-0.100000001490116,0.100000001490116,-0.100000001490116,0.100000001490116
1568,0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
1562,0,0,0.100000001490116,0.100000001490116
1613,-0.100000001490116,0.100000001490116,0.400000005960465,0.400000005960465
1607,0.400000005960465,0.400000005960465,0.300000011920929,0.300000011920929
1608,-0.5,0.5,0.300000011920929,0.300000011920929
1609,0.300000011920929,0.300000011920929,0,0
1610,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1611,0,0,0.200000002980232,0.200000002980232
1612,0,0,0.200000002980232,0.200000002980232
1614,-0.100000001490116,0.100000001490116,0.300000011920929,0.300000011920929
1621,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1616,0,0,0.300000011920929,0.300000011920929
1617,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1618,0,0,0.300000011920929,0.300000011920929
1619,-0.600000023841858,0.600000023841858,0.300000011920929,0.300000011920929
1620,0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
1622,0,0,0.100000001490116,0.100000001490116
1623,0,0,0.100000001490116,0.100000001490116
1615,-0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
1605,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
1606,0.600000023841858,0.600000023841858,0.100000001490116,0.100000001490116
1603,0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
1587,0.300000011920929,0.300000011920929,0,0
1588,0,0,0,0
1589,0.800000011920929,0.800000011920929,0.100000001490116,0.100000001490116
1590,-0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
1591,0.300000011920929,0.300000011920929,-0.600000023841858,0.600000023841858
1592,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1593,0.600000023841858,0.600000023841858,0.699999988079071,0.699999988079071
1594,0.300000011920929,0.300000011920929,0,0
1604,0.200000002980232,0.200000002980232,0,0
1596,0.200000002980232,0.200000002980232,0,0
1597,0.200000002980232,0.200000002980232,0.800000011920929,0.800000011920929
1598,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
1599,0,0,0.400000005960465,0.400000005960465
1600,0,0,0,0
1601,0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
1602,0.300000011920929,0.300000011920929,0.600000023841858,0.600000023841858
1595,0.200000002980232,0.200000002980232,0.800000011920929,0.800000011920929
1644,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1645,-0.699999988079071,0.699999988079071,0.300000011920929,0.300000011920929
1646,0.400000005960465,0.400000005960465,0.5,0.5
1647,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
1648,0,0,0.100000001490116,0.100000001490116
1649,0,0,0.100000001490116,0.100000001490116
1650,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
1651,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
1655,0.400000005960465,0.400000005960465,0.800000011920929,0.800000011920929
1653,0.400000005960465,0.400000005960465,0.5,0.5
1654,0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
1656,0.400000005960465,0.400000005960465,0.400000005960465,0.400000005960465
1657,0.400000005960465,0.400000005960465,0.5,0.5
1658,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1659,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1643,0,0,0.5,0.5
1652,0,0,0,0
1642,0,0,0.200000002980232,0.200000002980232
1639,0,0,0,0
1640,0,0,0.100000001490116,0.100000001490116
1624,-0.100000001490116,0.100000001490116,0.800000011920929,0.800000011920929
1641,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1626,0.200000002980232,0.200000002980232,0.5,0.5
1627,0,0,0,0
1628,0.800000011920929,0.800000011920929,0,0
1629,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1630,0,0,0.100000001490116,0.100000001490116
1631,0.100000001490116,0.100000001490116,0,0
1625,-0.300000011920929,0.300000011920929,0,0
1633,-0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
1634,0,0,0.300000011920929,0.300000011920929
1635,0.400000005960465,0.400000005960465,0.300000011920929,0.300000011920929
1636,-0.400000005960465,0.400000005960465,0,0
1637,0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
1638,0.5,0.5,0.300000011920929,0.300000011920929
1632,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1676,0,0,0.300000011920929,0.300000011920929
1677,-0.5,0.5,0.300000011920929,0.300000011920929
1678,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
1679,-0.400000005960465,0.400000005960465,0.600000023841858,0.600000023841858
1680,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
1681,0.5,0.5,0.5,0.5
1684,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1683,0.400000005960465,0.400000005960465,0.300000011920929,0.300000011920929
1685,0.699999988079071,0.699999988079071,0.100000001490116,0.100000001490116
1687,0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
1686,0,0,0.600000023841858,0.600000023841858
1675,-0.200000002980232,0.200000002980232,-0.200000002980232,0.200000002980232
1682,-0.100000001490116,0.100000001490116,-0.200000002980232,0.200000002980232
1674,0,0,0.5,0.5
1661,0,0,0.400000005960465,0.400000005960465
1672,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
1673,0.100000001490116,0.100000001490116,0.5,0.5
1662,0,0,0,0
1663,-0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
1664,0.100000001490116,0.100000001490116,0.100000001490116,0.100000001490116
1665,0.699999988079071,0.699999988079071,0.400000005960465,0.400000005960465
1660,-0.300000011920929,0.300000011920929,-0.400000005960465,0.400000005960465
1667,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1668,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1669,0,0,0,0
1670,0,0,0.400000005960465,0.400000005960465
1671,0.100000001490116,0.100000001490116,0.600000023841858,0.600000023841858
1666,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1702,0,0,-0.200000002980232,0.200000002980232
1703,0.400000005960465,0.400000005960465,0.800000011920929,0.800000011920929
1704,0,0,0,0
1705,0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
1707,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1708,0,0,0.200000002980232,0.200000002980232
1709,0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
1710,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1701,0.300000011920929,0.300000011920929,0.100000001490116,0.100000001490116
1706,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1700,0,0,0.200000002980232,0.200000002980232
1695,0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
1698,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
1688,0,0,0.200000002980232,0.200000002980232
1699,0.100000001490116,0.100000001490116,0.400000005960465,0.400000005960465
1690,0,0,0,0
1691,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1689,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
1693,0,0,-0.100000001490116,0.100000001490116
1694,0,0,0.100000001490116,0.100000001490116
1696,0.100000001490116,0.100000001490116,-0.400000005960465,0.400000005960465
1697,0,0,0.200000002980232,0.200000002980232
1692,0,0,0,0
1719,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1723,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1722,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1721,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1720,0.300000011920929,0.300000011920929,0.200000002980232,0.200000002980232
1718,0.100000001490116,0.100000001490116,0.200000002980232,0.200000002980232
1724,0.200000002980232,0.200000002980232,0.300000011920929,0.300000011920929
1716,0,0,-0.400000005960465,0.400000005960465
1715,-0.300000011920929,0.300000011920929,-0.300000011920929,0.300000011920929
1714,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1713,0.200000002980232,0.200000002980232,0.400000005960465,0.400000005960465
1712,0,0,0.300000011920929,0.300000011920929
1711,-0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
1717,0,0,0,0
1725,0.300000011920929,0.300000011920929,0.300000011920929,0.300000011920929
1727,-0.200000002980232,0.200000002980232,-0.300000011920929,0.300000011920929
1726,0.400000005960465,0.400000005960465,0.200000002980232,0.200000002980232
1739,0.5,0.5,0.200000002980232,0.200000002980232
1738,0.200000002980232,0.200000002980232,0.200000002980232,0.200000002980232
